Date,Time,DischargeTemperature,CoolingDamperCommand,CooingDamperPosition,CoolingAirVolume,CoolingSetpoint,ControlTemperature,ScheduleMode,OccupancyMode,HeatCoolMode,HeatingDamperCommand,HeatingDamperPosition,HeatingAirVolume,RMSTPTDIAL,RoomTemperature,STPTDIAL,AirflowSetpoint
11/26/2021,17:30,53,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,17:35,53,34.8,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,17:40,53.5,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,17:45,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,17:50,53,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,17:55,53.5,35.2,35.2,416,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,416
11/26/2021,18:00,53,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:05,53,33.6,33.6,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:10,53.5,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:15,53.5,34.8,34.4,408,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,408
11/26/2021,18:20,53.5,34.8,34.4,412,65,67.75,1,1,COOL,0,0,20,63,67.75,YES,432
11/26/2021,18:25,53.5,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:30,53.5,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:35,53.5,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:40,53,34,33.6,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:45,53.5,34,33.6,408,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,408
11/26/2021,18:50,53.5,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,18:55,53.5,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:00,53,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:05,53.5,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:10,53.5,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:15,53,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:20,53,34.8,35.2,416,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,416
11/26/2021,19:25,53.5,34,33.6,408,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,408
11/26/2021,19:30,53.5,34.4,34.4,416,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,416
11/26/2021,19:35,53.5,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:40,53.5,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:45,53.5,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:50,53.5,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,19:55,53.5,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:00,53.5,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:05,53,34,33.6,408,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,408
11/26/2021,20:10,53,33.6,34.4,416,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,416
11/26/2021,20:15,53,34.4,34.4,416,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,416
11/26/2021,20:20,53,34.8,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:25,53,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:30,53,34,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:35,53,34,33.6,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:40,53,34.4,34.4,412,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,412
11/26/2021,20:45,53,34.8,34.4,408,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,408
11/26/2021,20:50,53,33.6,33.6,408,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,408
11/26/2021,20:55,53,34,34.4,416,65,67.75,1,1,COOL,0,0,0,63,67.75,YES,416
11/26/2021,21:00,53,34.8,34.4,408,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,408
11/26/2021,21:05,53,33.6,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,21:10,53,34,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,21:15,53,34.4,34.4,408,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,408
11/26/2021,21:20,52.5,34,34.4,416,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,416
11/26/2021,21:25,53,35.2,35.2,416,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,416
11/26/2021,21:30,53,33.6,33.6,408,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,408
11/26/2021,21:35,53,34.4,34.4,416,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,416
11/26/2021,21:40,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,21:45,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,21:50,53,34.8,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,21:55,52.5,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:00,53,33.6,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:05,53,34,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:10,52.5,34.4,34.4,416,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,416
11/26/2021,22:15,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:20,53,34,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:25,53,34.8,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:30,53,33.6,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:35,53,33.6,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:40,53,33.2,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:45,53,33.2,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:50,53,33.2,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,22:55,53,33.6,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:00,53,34,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:05,53,34.8,34.4,408,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,408
11/26/2021,23:10,53,34.8,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:15,53,34.8,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:20,53,34.8,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:25,53,34.8,26.8,0,65,67.5,1,1,COOL,0,26.8,0,63,67.5,YES,0
11/26/2021,23:30,53.5,34,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:35,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:40,53,34,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:45,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/26/2021,23:50,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,20,63,67.5,YES,432
11/26/2021,23:55,53,34.4,34.4,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/27/2021,0:00,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:05,53,34.4,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,0:10,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:15,52.5,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:20,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:25,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:30,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:35,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:40,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:45,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:50,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,0:55,53,34.8,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,1:00,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:05,52.5,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:10,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:15,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:20,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:25,53,34.4,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,1:30,53,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:35,53,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:40,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:45,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,1:50,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,1:55,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:00,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:05,53,34,33.6,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,2:10,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:15,53,34,34.4,416,65,67,1,1,COOL,0,0,0,63,67,YES,416
11/27/2021,2:20,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:25,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:30,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:35,53,33.6,33.6,408,65,67.25,1,1,COOL,0,0,0,63,67,YES,408
11/27/2021,2:40,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:45,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:50,53,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,2:55,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,3:00,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,3:05,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,3:10,53,34,33.6,408,65,67,1,1,COOL,0,0,0,63,67,YES,408
11/27/2021,3:15,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,3:20,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,3:25,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,3:30,53,34.8,34.4,408,65,67,1,1,COOL,0,0,20,63,67,YES,428
11/27/2021,3:35,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,3:40,53,34,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,3:45,53,34.4,34.4,408,65,67,1,1,COOL,0,0,20,63,67,YES,428
11/27/2021,3:50,53,34,34.4,412,65,67,1,1,COOL,0,0,24,63,67,YES,436
11/27/2021,3:55,53,34.8,34.4,408,65,67,1,1,COOL,0,0,0,63,67,YES,408
11/27/2021,4:00,53,34.4,34.8,416,65,67,1,1,COOL,0,0,0,63,67,YES,416
11/27/2021,4:05,53,34,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:10,53,34.8,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:15,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:20,53,34,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:25,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:30,53,34,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:35,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:40,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:45,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:50,52.5,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,4:55,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:00,53,33.2,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:05,53,33.2,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:10,53,34.4,34.4,408,65,67,1,1,COOL,0,0,0,63,67,YES,408
11/27/2021,5:15,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:20,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:25,52.5,34.8,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:30,53,34.8,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:35,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:40,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:45,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:50,53,34.4,34.4,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,5:55,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,6:00,53,33.6,33.6,412,65,67,1,1,COOL,0,0,0,63,67,YES,412
11/27/2021,6:05,53,33.2,32.8,408,65,67,1,1,COOL,0,0,0,63,67,YES,408
11/27/2021,6:10,53,33.6,33.6,416,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,440
11/27/2021,6:15,53,33.2,33.6,412,65,67,1,1,COOL,0,0,24,63,67,YES,436
11/27/2021,6:20,53,34,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,6:25,53,34,34.4,412,65,67,1,1,COOL,0,0,24,63,67,YES,436
11/27/2021,6:30,53,33.6,33.6,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,6:35,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,6:40,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,6:45,53,33.2,32.8,408,65,67,1,1,COOL,0,0,0,63,67,YES,408
11/27/2021,6:50,53,33.6,33.6,408,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,432
11/27/2021,6:55,53,33.2,33.6,416,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,436
11/27/2021,7:00,53,34,34.4,416,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,440
11/27/2021,7:05,53,33.6,33.6,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,7:10,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,28,63,67.25,YES,440
11/27/2021,7:15,53,34.8,35.2,420,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,420
11/27/2021,7:20,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,7:25,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,7:30,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,7:35,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,7:40,53,34,34.4,416,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,436
11/27/2021,7:45,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,7:50,53,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,7:55,53,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:00,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:05,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:10,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:15,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:20,53,34,33.6,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,8:25,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,8:30,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,8:35,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:40,53,34.4,34,408,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,428
11/27/2021,8:45,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:50,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,8:55,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,9:00,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,9:05,53,34,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,9:10,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,9:15,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,9:20,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,9:25,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,436
11/27/2021,9:30,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,9:35,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,9:40,53,32.8,32.8,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,9:45,53,33.2,33.6,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,9:50,53,33.2,32.8,408,65,67.25,1,1,COOL,0,0,28,63,67.25,YES,436
11/27/2021,9:55,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,10:00,53,34,33.6,408,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,432
11/27/2021,10:05,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,10:10,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,10:15,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,436
11/27/2021,10:20,53,34.8,35.2,416,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,440
11/27/2021,10:25,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,24,63,67.25,YES,436
11/27/2021,10:30,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,10:35,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,10:40,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,28,63,67.25,YES,440
11/27/2021,10:45,53,34.8,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,10:50,53,34.8,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,10:55,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,11:00,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,11:05,53,34,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,11:10,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,11:15,53,34,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,11:20,53,34,33.6,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,11:25,53,34.4,24,0,65,67.25,1,1,COOL,0,24,0,63,67.25,YES,0
11/27/2021,11:30,53,34.8,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,11:35,53,34,33.6,416,65,67.25,1,1,COOL,0,0,0,63,67.5,YES,416
11/27/2021,11:40,53,33.6,33.6,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,11:45,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,11:50,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,11:55,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:00,53,34.4,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,12:05,52.5,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:10,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:15,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:20,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:25,52.5,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:30,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:35,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:40,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,20,63,67.25,YES,432
11/27/2021,12:45,52.5,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:50,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,12:55,53,34,33.6,404,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,404
11/27/2021,13:00,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,13:05,52.5,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,13:10,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,13:15,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,13:20,53,34,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,13:25,53,34.8,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,13:30,53,34.8,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,13:35,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,13:40,53,34.4,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,13:45,53,34,34.4,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,13:50,53,34,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,13:55,53,34,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/27/2021,14:00,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:05,52.5,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:10,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:15,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:20,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:25,53,33.6,33.6,412,65,67.5,1,1,COOL,0,0,0,63,67.5,YES,412
11/27/2021,14:30,53,34.8,35.2,420,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,420
11/27/2021,14:35,53,33.2,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:40,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,14:45,53,34.4,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,14:50,53,34.8,35.2,416,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,416
11/27/2021,14:55,53,33.6,33.6,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
11/27/2021,15:00,53,34.4,34.4,408,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,408
11/27/2021,15:05,53,34.4,34.4,412,65,67.25,1,1,COOL,0,0,0,63,67.25,YES,412
